media_id,split,request_start_utc,request_end_utc,latency_seconds,attempt_count,first_attempt_success,http_ok,status_code,error_type
IMG_003738,DEV,,,1.6844961643218994,1,True,True,200,json_parse_failure: Expecting value: line 1 column 1 (char 0)
IMG_003739,DEV,,,1.4830400943756104,1,True,True,200,json_parse_failure: Expecting value: line 1 column 1 (char 0)
IMG_003740,DEV,,,1.763312578201294,1,True,True,200,json_parse_failure: Expecting value: line 1 column 1 (char 0)
IMG_004014,DEV,,,1.518496036529541,1,True,True,200,json_parse_failure: Expecting value: line 1 column 1 (char 0)
IMG_003741,DEV,,,1.3918933868408203,1,True,True,200,json_parse_failure: Expecting value: line 1 column 1 (char 0)
IMG_003742,DEV,,,1.423363208770752,1,True,True,200,json_parse_failure: Expecting value: line 1 column 1 (char 0)
IMG_003743,DEV,,,1.4508018493652344,1,True,True,200,json_parse_failure: Expecting value: line 1 column 1 (char 0)
IMG_003744,DEV,,,1.9142072200775146,1,True,True,200,json_parse_failure: Expecting value: line 1 column 1 (char 0)
IMG_003745,DEV,,,1.530472755432129,1,True,True,200,json_parse_failure: Expecting value: line 1 column 1 (char 0)
IMG_003746,DEV,,,1.5175371170043945,1,True,True,200,json_parse_failure: Expecting value: line 1 column 1 (char 0)
IMG_003747,DEV,,,1.4702298641204834,1,True,True,200,json_parse_failure: Expecting value: line 1 column 1 (char 0)
IMG_003748,DEV,,,1.4623956680297852,1,True,True,200,json_parse_failure: Expecting value: line 1 column 1 (char 0)
IMG_003749,DEV,,,1.5415868759155273,1,True,True,200,json_parse_failure: Expecting value: line 1 column 1 (char 0)
IMG_003750,DEV,,,1.4517269134521484,1,True,True,200,json_parse_failure: Expecting value: line 1 column 1 (char 0)
IMG_004015,DEV,,,1.5570495128631592,1,True,True,200,json_parse_failure: Expecting value: line 1 column 1 (char 0)
IMG_003751,DEV,,,1.7156040668487549,1,True,True,200,json_parse_failure: Expecting value: line 1 column 1 (char 0)
IMG_003752,DEV,,,1.8997042179107666,1,True,True,200,json_parse_failure: Expecting value: line 1 column 1 (char 0)
IMG_003753,DEV,,,1.5712549686431885,1,True,True,200,json_parse_failure: Expecting value: line 1 column 1 (char 0)
IMG_003754,DEV,,,1.8668663501739502,1,True,True,200,json_parse_failure: Expecting value: line 1 column 1 (char 0)
IMG_003755,DEV,,,1.7761189937591553,1,True,True,200,json_parse_failure: Expecting value: line 1 column 1 (char 0)
