total_duration,load_duration,prompt_eval_duration,eval_duration,prompt_eval_count,eval_count,candidate,media_id,request_id,client_latency_seconds
2.186573395,0.523698017,0.202590011,0.885322444,1039,104,S1_STRUCTURED,IMG_004090,P3_SCREEN_S1_STRUCTURED_20260827_114003_109,2.1969903369999884
2.072840301,0.429061961,0.205569256,0.878936535,1039,104,S1_STRUCTURED,IMG_004091,P3_SCREEN_S1_STRUCTURED_20260827_114003_110,2.0825555090004855
2.060786994,0.468199457,0.199809293,0.844442845,1039,99,S1_STRUCTURED,IMG_004192,P3_SCREEN_S1_STRUCTURED_20260827_114003_111,2.0704301679998025
2.07272872,0.47700876,0.19780962,0.83628039,1039,99,S1_STRUCTURED,IMG_004193,P3_SCREEN_S1_STRUCTURED_20260827_114003_112,2.0819827160003115
2.167119195,0.400620431,0.207082168,0.938018957,1039,109,S1_STRUCTURED,IMG_004194,P3_SCREEN_S1_STRUCTURED_20260827_114003_113,2.1769661059997816
1.976425144,0.485713214,0.199199239,0.801536337,1039,95,S1_STRUCTURED,IMG_004195,P3_SCREEN_S1_STRUCTURED_20260827_114003_114,1.9879893960005575
2.161251536,0.45434236,0.196162538,0.88537301,1039,103,S1_STRUCTURED,IMG_004196,P3_SCREEN_S1_STRUCTURED_20260827_114003_115,2.1718334429997412
2.021875273,0.472809762,0.199826042,0.809662522,1039,94,S1_STRUCTURED,IMG_004197,P3_SCREEN_S1_STRUCTURED_20260827_114003_116,2.0334854769998856
2.088549324,0.520540856,0.205566035,0.822856915,1039,98,S1_STRUCTURED,IMG_004198,P3_SCREEN_S1_STRUCTURED_20260827_114003_117,2.0989187300001504
2.125251211,0.436176538,0.208050216,0.807917861,1039,94,S1_STRUCTURED,IMG_004199,P3_SCREEN_S1_STRUCTURED_20260827_114003_118,2.1337827899997137
2.011468462,0.426887408,0.219905293,0.775387792,1039,91,S1_STRUCTURED,IMG_004200,P3_SCREEN_S1_STRUCTURED_20260827_114003_119,2.021237390999886
2.127499208,0.49279383,0.197873692,0.894835487,1039,105,S1_STRUCTURED,IMG_004201,P3_SCREEN_S1_STRUCTURED_20260827_114003_120,2.1388041480004176
1.580967769,0.477151135,0.115217411,0.468556387,598,60,C3_BASELINE,IMG_003702,P2_SCREEN_C3_20260826_231841_001,1.5896389484405518
1.345120399,0.469853443,0.11528946,0.374200833,598,47,C3_BASELINE,IMG_003703,P2_SCREEN_C3_20260826_231841_002,1.3527555465698242
1.49532775,0.425658564,0.11511379,0.403714265,598,50,C3_BASELINE,IMG_003704,P2_SCREEN_C3_20260826_231841_003,1.5010409355163574
1.516835547,0.451974992,0.113209092,0.507303418,598,62,C3_BASELINE,IMG_003705,P2_SCREEN_C3_20260826_231841_004,1.52467942237854
1.539191878,0.421557219,0.113332411,0.539883868,598,66,C3_BASELINE,IMG_003706,P2_SCREEN_C3_20260826_231841_005,1.5469818115234375
1.656612874,0.470169554,0.111951321,0.556221512,598,71,C3_BASELINE,IMG_003707,P2_SCREEN_C3_20260826_231841_006,1.6647536754608154
1.556264525,0.476039118,0.140415345,0.414968005,598,51,C3_BASELINE,IMG_003708,P2_SCREEN_C3_20260826_231841_007,1.564798355102539
1.483332989,0.422568106,0.112670319,0.413512083,598,51,C3_BASELINE,IMG_003709,P2_SCREEN_C3_20260826_231841_008,1.4931185245513916
1.328084331,0.422745342,0.11249909,0.367536871,598,46,C3_BASELINE,IMG_003710,P2_SCREEN_C3_20260826_231841_009,1.3360216617584229
1.536540364,0.487161421,0.118153033,0.402173795,598,50,C3_BASELINE,IMG_003711,P2_SCREEN_C3_20260826_231841_010,1.5441792011260986
1.535204536,0.468300446,0.13309252,0.40145228,598,51,C3_BASELINE,IMG_003752,P2_SCREEN_C3_20260826_231841_011,1.543189525604248
1.53773174,0.465505572,0.126003704,0.48120679,598,61,C3_BASELINE,IMG_003753,P2_SCREEN_C3_20260826_231841_012,1.5563619136810303
1.507040949,0.486553742,0.119017187,0.411168999,598,51,C3_BASELINE,IMG_003754,P2_SCREEN_C3_20260826_231841_013,1.5147571563720703
1.465086287,0.404766456,0.116129196,0.510341622,598,63,C3_BASELINE,IMG_003755,P2_SCREEN_C3_20260826_231841_014,1.4728214740753174
1.611507134,0.467324706,0.113224454,0.503694169,598,64,C3_BASELINE,IMG_003756,P2_SCREEN_C3_20260826_231841_015,1.6180853843688965
1.54162667,0.408890156,0.116470895,0.534986689,598,68,C3_BASELINE,IMG_003757,P2_SCREEN_C3_20260826_231841_016,1.5494072437286377
1.544810409,0.474991052,0.134574836,0.411042825,598,51,C3_BASELINE,IMG_003758,P2_SCREEN_C3_20260826_231841_017,1.5527679920196533
1.516653843,0.413659043,0.132384227,0.43809476,598,54,C3_BASELINE,IMG_003759,P2_SCREEN_C3_20260826_231841_018,1.5240294933319092
1.327833728,0.423587832,0.114428966,0.377103236,598,48,C3_BASELINE,IMG_003760,P2_SCREEN_C3_20260826_231841_019,1.3356640338897705
1.626457759,0.469935226,0.114077991,0.513480912,598,64,C3_BASELINE,IMG_003761,P2_SCREEN_C3_20260826_231841_020,1.6356589794158936
1.569569937,0.424702937,0.114010968,0.583476997,598,73,C3_BASELINE,IMG_003792,P2_SCREEN_C3_20260826_231841_021,1.5777788162231445
